patient,group,mediaPosX,mediaPosY,mediaPosZ,mediaAngX,mediaAngY,mediaAngZ,stdPosX,stdPosY,stdPosZ,stdAngX,stdAngY,stdAngZ,kurPosX,kurPosY,kurPosZ,kurAngX,kurAngY,kurAngZ,skwPosX,skwPosY,skwPosZ,skwAngX,skwAngY,skwAngZ
42,A,0.155902632441292,0.206500873839432,-0.382517280174771,35.8408427645275,1.3517684213818,16.4618383364282,0.311899073780153,0.184876344920082,0.241009906069729,19.6275562509927,83.2445166449081,21.8055556935414,2.99137021066743,7.16212450019868,2.9113540376646,2.63680740881301,2.77778740384451,2.11877420949075,-0.695515319099144,-2.02236494972567,-0.0608744781440085,0.041073793937575,-0.374092719467398,-0.0562650803990381
43,A,-0.0965769010727062,0.0014760905840285,-0.174088104886765,112.481514905478,33.2048722368058,29.7133072205006,0.33667110018459,0.24903076861255,0.203160200760897,24.2277519177814,104.436067504264,31.2406430982764,2.18259772232104,4.78306517135807,7.11840787252509,3.51399683676772,2.19617259433417,2.98556132570342,-0.0916860095787192,-1.7296243441981,1.57761859160384,-0.212774493699248,-0.729261891071112,0.0990532774324837
44,B,0.117764637002348,0.285292318501171,-0.364866791569088,11.4363812705036,0.369226589114806,46.6314828946136,0.350736717414435,0.23906861666943,0.191980375209184,25.5015266743691,85.3194861822549,32.8989428431954,3.4139378495306,4.73668746967286,2.12751305265694,4.21165637277509,2.64571047356539,11.0322967090956,-0.143284141681277,-1.56102638382545,0.000502453009658187,-0.853327713599986,0.061672738918612,-1.27121114955557
45,B,0.00664170212765868,0.0366339651837523,0.385731411992262,-44.8922403037057,10.1233202637331,6.00592066473238,0.336556438882618,0.111492756735687,0.363382454466496,17.9788952981303,80.2584109577469,23.6553263886891,1.77576920583635,10.0842915736772,2.0823256501357,5.2282383595225,2.62357904625507,4.58728154648936,0.382735344375944,-2.76954509209101,-0.243597118565784,-0.0828648882406695,-0.150962659924732,-0.109705578036812
46,B,0.270219647218456,0.061328303934871,0.0592817367706945,21.8904753422686,-0.824293071913133,-8.73733948710995,0.155775871067804,0.126456525428837,0.292175660171323,18.5958777186237,77.2538436104987,19.0300453215639,3.49348614279742,13.9323662286527,4.59185905373723,2.8584787884178,2.87136672247093,3.77989998871058,-0.840854136473732,-3.20644069253716,-0.969007183713887,-0.639832635590273,0.0935573050062533,0.151691860645648
47,B,0.231854487320851,0.205044410143329,0.107552690187439,26.1118742549614,0.144057870038636,-25.9696921157662,0.172204833830314,0.159994492538102,0.270234142389466,19.651525119944,87.247356031785,22.0305723166903,3.29653255124583,6.62277928072596,4.19039473404352,3.49796316489682,2.33031791967029,3.70288798696076,0.191567928632099,-1.93072773238024,-0.761895107328102,-0.45460234033474,-0.187733602778376,0.345159842642711
48,B,0.121746149162867,0.0278871537290716,-0.10349721968544,19.1639412790851,19.1711746694064,-10.1804599675292,0.14790457117002,0.107085599202344,0.291155463108851,17.2864980400648,73.7166460210863,18.4010140173786,3.14311749102854,12.9781762721167,3.52694156942336,2.67773444677825,2.42750224418663,4.72209269767184,-0.347434791735553,-2.99426602549193,-0.210500861746196,-0.16392856449235,-0.0940748290166036,0.626750932187411
49,B,0.136517462848861,0.0501489017760061,-0.140265741210583,0.675826604595878,22.9413431290323,-8.01944133236678,0.210885359553262,0.217753214436221,0.282090175428081,29.0153266662422,80.2979342725489,36.6004159149236,2.17102749430518,6.07055981108938,4.46483843266638,1.55517411185517,2.7887241043782,5.06118439281456,0.110165030300302,-1.73146162372062,-0.415619782298469,-0.146769201988471,-0.176872162003877,-0.0420463156155112
50,B,0.0241960702122124,-0.102347063138591,-0.0174753680901258,1.784735247105,11.0070816434373,3.66982891590258,0.177752876635703,0.272775152649832,0.312476709499089,24.4695671173768,86.3426383938287,36.0569932414803,4.59525763618352,5.470361490044,4.20654302591684,2.09501349104067,2.27921047031613,5.82089782197223,-1.07662951758894,-1.96654631110332,0.157048964427707,-0.574374073375207,-0.00896573644335634,0.397722087684446
51,B,-0.189731601571519,0.0219277235960246,-0.0963908204298606,11.317194037994,42.3805704484401,5.42010298821355,0.447162894446286,0.131434401223688,0.245523802228231,18.2155738859444,73.8453187131286,21.1825215764487,2.93819429812224,10.4392913418398,2.26449413473741,3.75105046091149,3.46175735075679,2.17316816488976,-0.291571363095819,-2.52843314330679,0.392434917390214,-0.511512178363801,-0.981131319033473,0.192602265155298
52,B,0.0581179785431937,0.0401374929418407,-0.0868655448898848,30.9272785960389,49.3067658402315,24.6424836137776,0.36007967766567,0.164962460570913,0.324386727259821,25.1091885970716,88.8107353813365,27.0851679025601,2.28991904836553,8.11798782275567,4.81316348471479,3.72716698810097,2.67175239580529,3.21335213274721,-0.411814654316648,-2.30428255759034,1.44016680073731,-0.549697484965494,-0.798297463132926,-0.578626531602082
53,B,-0.0473948999129677,0.277680539599652,-0.399966684073105,31.166844951725,-19.29513068,30.3991176100958,0.308008417039809,0.163455229689571,0.243198732466724,15.9910821269126,78.9348145069081,22.4226417842424,3.03946249005895,8.3960567854826,3.17756947432923,4.58877439083778,2.35609508453847,3.15918386835231,-0.344215829291138,-2.20216234895724,-0.243373171362355,-0.919352270205149,-0.122908903507771,-0.98867621167055
54,B,-0.0394791591591568,-0.00381123123123135,-0.0656819819819835,10.0252042068109,-2.78927489147146,15.5325865885886,0.336509964691882,0.159432428334237,0.158568744355147,20.554930549288,82.5639902644008,23.5152538504227,3.11482010193533,8.05917498341458,2.52672025280015,4.68135324263553,2.55796704607317,2.76314709360853,-0.430022529676697,-2.34470583067053,0.0684619904803454,-0.356018650624389,-0.257367492965703,-0.246158520708184
55,B,-0.251407548327711,-0.00748518563976686,-0.174448904571953,113.142444112991,46.1460715778459,5.61147194845048,0.346010951549923,0.203473263223065,0.182216687463174,16.7541859731172,120.008583539909,19.3295686346378,2.87684187430574,4.05502216723171,2.94926954403451,5.97334493138593,1.95061573744278,1.86078881315056,-0.442665099208786,-1.5603327504539,0.693790632004467,-0.923550608120837,-0.658427035198638,-0.305297360815589
56,B,0.227982591083115,0.0479027713968136,-0.196622129183648,15.4671484339533,16.7357274876991,-38.0103443517352,0.262549740769849,0.253418616207141,0.492812849109119,25.2393991086867,87.4818693411062,31.9165725329208,2.36762360198948,5.777899117002,2.2558980830635,3.09120876714776,2.31975402629842,4.23792007749009,-0.310654160269487,-1.92232725223433,-0.488202231072073,-0.24372919870697,-0.256709379937066,-0.226856392213946
57,B,0.305277962382431,0.0933069435736672,-0.360230822884011,29.7211568554624,32.8284558166144,-23.9982836371474,0.206412014802322,0.303143298223389,0.426072565200447,27.6930975379649,80.263950661997,35.5271005064925,2.82095670300895,4.10725309272236,3.83465514602205,2.6155366183298,2.29152912032802,3.21211641204507,-0.610565896305805,-1.56454145883328,-0.808980287417598,-0.455265701994873,-0.281118908203057,-0.170815089858453
58,B,0.0296014259597818,0.510771663619744,-0.317748446069471,52.2448265557221,21.5845285488117,2.3918878025594,0.36726476797202,0.205934597836759,0.256174797388288,22.4137174759889,83.667290903964,24.9979534276375,2.1353347629263,4.12456900158185,2.12418725065927,3.14016459261344,2.67855438196257,2.40527915092945,-0.0135587506730235,-1.51315900087875,-0.0991074522416956,-0.286968107453148,-0.573032824450256,-0.404601810764891
59,B,-0.181800837448152,0.242825301204819,-0.331326265060244,45.0052451658996,7.92698590154065,42.2075627272368,0.440565849550028,0.179105292754607,0.211506249606703,25.68712913366,72.2782390625064,29.7132162852669,2.68964042927856,12.5782087026885,3.52688494784496,3.25388336493551,3.07704931022873,2.25388115165336,-0.463669690021692,-2.85357154982785,0.763476306760633,-0.296610940823088,-0.202138170394862,-0.464652133319881
60,B,-0.013425431425986,-0.0275984014532247,0.0849881743869224,-85.6444881409937,3.73218725880829,17.5794330881017,0.354934017584381,0.223986531092421,0.396845718438237,26.9916490483407,76.4369901738643,32.0599952023098,2.32736892776769,3.1878731031967,2.97721324343842,3.21189427818883,2.96539916013415,2.07727318226431,-0.0122530569047574,-1.11302792634744,0.703646194055939,-0.431962404549131,-0.183379916631916,-0.019166017967428
61,B,-0.0723258941478124,0.0404130146887389,-0.160416306831435,8.79967407084401,7.70778397073908,13.1211353443693,0.30611391485928,0.149563687862196,0.185362177405416,21.4850739152002,80.0544675165696,33.398666424755,4.48221698090661,9.86521839806857,3.08218353562228,5.69238779791042,3.01802464439846,8.51020486487938,-0.385449414292884,-2.41907212809075,0.28093117788095,-0.877987526204959,-0.568825518061289,-0.692505416746269
62,B,0.0769281672025715,0.0452016812126779,-0.243965980707394,25.0409595038814,4.2826224232889,-5.49288612953608,0.250424779638175,0.168348100668493,0.318105334265528,19.7687542619914,82.3097369299386,27.2906233019728,4.62453755583371,7.96373188128175,3.50461512601579,2.45640001683156,2.22645273213633,4.10078102914061,-0.927974799106902,-2.3078868651134,-0.739287063231396,-0.0400121956431203,-0.0151184047656532,0.432849577258348
63,B,0.172267850813932,-0.0232901339377703,-0.0769672532454159,-2.45132748585822,1.37903471896867,13.3828557424274,0.298402817621559,0.147447662778857,0.176413826835016,13.3811665712393,82.6954563062179,21.6642977161809,4.07003535539764,10.1899407833187,4.56915947531418,7.02546840382755,2.9467764674724,3.80796117373638,-0.304713257108653,-2.64675790519892,0.822823750056327,-0.830788418908587,0.151866058404118,0.266278556249973
64,B,-0.334502026683609,0.18900123888183,-0.297943233799232,21.536334130858,2.29472566488358,27.5892025501906,0.569280690434819,0.238377468813353,0.305709423069906,25.1249281047476,106.297892142086,24.6257332229655,2.68398135676658,6.54372545827562,2.78211344609166,5.75679251298488,1.78505768621869,5.2122789875149,-0.416327908485354,-2.18350579261775,0.202945579502301,0.0664717189031813,-0.225722661243344,0.0584310254133513
